business_id,total_calls,completed,avg_duration,median_duration,short_18s,long_5m,completion_rate_%,short_18s_%,long_5m_%
7rdgTQEzywxsH6Sl9exE,4,2,1.3,1.3,0.0,0.0,50.0,0.0,0.0
7tWMGC29C3OlmjdlSF6a,6,6,0.02,0.02,0.6666666666666666,0.0,100.0,66.67,0.0
7vaoFH63vEJUPSmJuRSG,3,2,,,0.0,0.0,66.67,0.0,0.0
7vbloqFyeTIHGBiYCMDr,2,2,1.335,1.335,0.0,0.0,100.0,0.0,0.0
7x2lDFwMeECiaigCauWO,5,5,0.722,0.73,0.0,0.0,100.0,0.0,0.0
7z52AGwRBk5uQ4DkaNu6,2,2,0.885,0.885,0.0,0.0,100.0,0.0,0.0
82wPVD01uUQYVfTcCdZb,5,3,0.5567,0.52,0.0,0.0,60.0,0.0,0.0
84co7xhHdw7i9zXdp3u9,9,5,0.17,0.17,0.1111111111111111,0.0,55.56,11.11,0.0
8573xHIWClfyxt3xhMZO,6,5,0.61,0.43,0.16666666666666666,0.0,83.33,16.67,0.0
86iXKg6Ck6mITZrQigzy,2,2,3.725,3.725,0.0,0.5,100.0,0.0,50.0
86y4ujQIaIWkSJUriWX8,3,2,1.64,1.64,0.0,0.0,66.67,0.0,0.0
89bR7TNuOo3ZHkTule39,4,4,0.9975,0.97,0.25,0.0,100.0,25.0,0.0
8AEROCoxHe2iZeNOGJVV,1,1,1.27,1.27,0.0,0.0,100.0,0.0,0.0
8AbcRKme6F5zkIiCbsHk,2,2,2.19,2.19,0.0,0.0,100.0,0.0,0.0
8AsOTdbRtzYBaKt0AAQr,2,2,1.325,1.325,0.5,0.0,100.0,50.0,0.0
8CL2PkTPplaXogykvTUl,11,10,0.7567,0.62,0.18181818181818182,0.0,90.91,18.18,0.0
8DN4DNDix7e4Ih5ud7uO,2,0,,,0.0,0.0,0.0,0.0,0.0
8E6UMqmpif2ZPktIEjL0,7,7,0.08,0.08,0.14285714285714285,0.0,100.0,14.29,0.0
8GZder4YRtWhNqRmymW9,12,2,0.12,0.12,0.08333333333333333,0.0,16.67,8.33,0.0
8JFkB4vfJtanjPMXvgyt,11,11,,,0.0,0.0,100.0,0.0,0.0
8KsLAkuNyjgo09EXvm19,4,4,1.3775,1.525,0.0,0.0,100.0,0.0,0.0
8LJAWorYD7Jd4s66SLnf,1,1,1.87,1.87,0.0,0.0,100.0,0.0,0.0
8MhP8fXhWpNuL0E4uJbt,6,6,2.21,2.37,0.0,0.0,100.0,0.0,0.0
8NRGDug8xealxANW5bZp,14,13,1.035,1.16,0.14285714285714285,0.0,92.86,14.29,0.0
8O6LGQUJpxqgql2xKHNn,10,10,3.4967,3.675,0.0,0.1,100.0,0.0,10.0
8TBfQMZFfZQ3KLAtgNk1,1,1,3.0,3.0,0.0,0.0,100.0,0.0,0.0
8TYbeOdKxOcx5XUeUNAs,4,4,3.05,3.45,0.0,0.0,100.0,0.0,0.0
8b5lZgJUCajFSBAVsFlu,6,6,1.7083,1.35,0.16666666666666666,0.0,100.0,16.67,0.0
8bnI03VWukEXov2xoitR,2,2,0.275,0.275,0.5,0.0,100.0,50.0,0.0
8c2OHZMf17BPEyJxjU0c,3,3,0.35,0.35,0.3333333333333333,0.0,100.0,33.33,0.0
8egxFsXVeXCxjN243Atq,1,1,2.08,2.08,0.0,0.0,100.0,0.0,0.0
8fgQZ7jzSI9eIO1oWFtO,3,2,1.6,1.6,0.0,0.0,66.67,0.0,0.0
8hVBt2nnvqFPTuaBJmx7,3,3,2.39,2.08,0.0,0.0,100.0,0.0,0.0
8haX5cldcbn43XzXxCtm,3,3,1.25,1.38,0.0,0.0,100.0,0.0,0.0
8lQadRQcKwK1wB3MNNG3,8,8,,,0.0,0.0,100.0,0.0,0.0
8lfjXo5ESV5FweyBNYAJ,1,1,1.05,1.05,0.0,0.0,100.0,0.0,0.0
8ohZ3o4zclagKPhZV21k,2,2,0.1,0.1,1.0,0.0,100.0,100.0,0.0
8opt4eJb52MdTqeTCGnh,3,3,1.32,0.97,0.0,0.0,100.0,0.0,0.0
8pFrD0Z5OoYewwXBR07a,1,1,2.9,2.9,0.0,0.0,100.0,0.0,0.0
8sqUqzZxvDtTextjBZKL,1,0,,,0.0,0.0,0.0,0.0,0.0
8uQTvh68coVnczXf1ACB,10,9,,,0.0,0.0,90.0,0.0,0.0
8xAlBVWNoGgkPUqSzMqS,1,1,,,0.0,0.0,100.0,0.0,0.0
8xYMNBRxeb8qR7Xep2pO,1,0,,,0.0,0.0,0.0,0.0,0.0
91N3zO94384XL9o9OjyK,1,1,0.82,0.82,0.0,0.0,100.0,0.0,0.0
92dQL5RbfAmEZy5kmAAJ,3,3,0.88,0.88,0.3333333333333333,0.0,100.0,33.33,0.0
933O17SQ9noxSM8yqyoJ,1,1,,,0.0,0.0,100.0,0.0,0.0
9447fRS8NK6GSRhxCnPi,6,6,0.4333,0.45,0.0,0.0,100.0,0.0,0.0
948vhwWCjmj5HZJtQNkN,5,5,,,0.0,0.0,100.0,0.0,0.0
98ra3KvihAEsyZpFoFgZ,24,24,1.2054,0.615,0.375,0.0,100.0,37.5,0.0
9B4nZ973PkoIfo7YeqrN,5,5,2.154,0.73,0.0,0.2,100.0,0.0,20.0
9FDevAqOj1jWZ3YOFzvK,4,3,0.235,0.235,0.5,0.0,75.0,50.0,0.0
9HIFNCV7qhmF1P3uxr32,2,1,1.35,1.35,0.0,0.0,50.0,0.0,0.0
9IMn9gms8FWaFhq1Yrnm,2,2,0.645,0.645,0.5,0.0,100.0,50.0,0.0
9NywNuxUcq2bQfD0GxQc,11,10,0.4671,0.55,0.18181818181818182,0.0,90.91,18.18,0.0
9ORP2TnR5SZvG7Gzt9rY,1,1,,,0.0,0.0,100.0,0.0,0.0
9T7gzMojoBSWN31bJ6XN,1,1,1.35,1.35,0.0,0.0,100.0,0.0,0.0
9TAbbtzB7kRgFYUVCzlH,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
9TfR3kQ4Pk1YnP1AXnQE,63,61,1.2029,0.8,0.12698412698412698,0.0,96.83,12.7,0.0
9WPVXsA1yHM07eneYvFY,4,1,2.4,2.4,0.0,0.0,25.0,0.0,0.0
9WiL2RvCWg5t1whrcshr,2,0,,,0.0,0.0,0.0,0.0,0.0
9akefudoqPj61cQ4R8Df,1,1,3.67,3.67,0.0,0.0,100.0,0.0,0.0
9bYzhBglPwRzi6zVP7IR,1,1,0.53,0.53,0.0,0.0,100.0,0.0,0.0
9fEs7UbhWmptt3r8zsGh,3,2,1.175,1.175,0.0,0.0,66.67,0.0,0.0
9jeYMlJLsTPQ4o5vc2z0,24,24,1.4812,1.885,0.25,0.0,100.0,25.0,0.0
9lACS7blQLWrrsNbHVA0,1,1,4.48,4.48,0.0,0.0,100.0,0.0,0.0
9p0wEiLpTaIe1FDTFFQI,1,1,1.28,1.28,0.0,0.0,100.0,0.0,0.0
9pW9lca6ThuLJdb8sVtV,3,1,0.55,0.55,0.0,0.0,33.33,0.0,0.0
9pkG17Ms1beh5VRoMRXo,1,1,1.93,1.93,0.0,0.0,100.0,0.0,0.0
9snvEQPYBX3iYsGUfvs1,3,3,0.1,0.1,0.6666666666666666,0.0,100.0,66.67,0.0
9t4V3XVCaDo6XWdRs8v9,9,7,1.1643,1.0,0.2222222222222222,0.0,77.78,22.22,0.0
9tIivmb8ZvXtN5vrcLYn,1,1,0.27,0.27,1.0,0.0,100.0,100.0,0.0
9ui4uvXmHu8sJjHNJb8U,1,1,3.45,3.45,0.0,0.0,100.0,0.0,0.0
9zVK5nWBR8eNwPj6yEkv,2,2,1.885,1.885,0.5,0.0,100.0,50.0,0.0
9zXTF9nDKEUtaRyAx4sr,7,7,0.8129,0.63,0.42857142857142855,0.0,100.0,42.86,0.0
A2EI5P9oR2RQLZvrS7hP,2,2,0.74,0.74,0.0,0.0,100.0,0.0,0.0
A2KJW0RwWOjtAdjBes04,67,53,,,0.0,0.0,79.1,0.0,0.0
A4cYgTq8U4zJUHVdwubM,1,1,3.47,3.47,0.0,0.0,100.0,0.0,0.0
A6EFkfFJC4zpCLNqm0p7,1,1,0.48,0.48,0.0,0.0,100.0,0.0,0.0
A6diFwcK4uP5pvAJ323V,1,1,,,0.0,0.0,100.0,0.0,0.0
A6lmxE5BElOYBytFbqTp,9,9,0.56,0.42,0.3333333333333333,0.0,100.0,33.33,0.0
A7p29okYM2vn8XBKFfb0,8,7,0.4475,0.265,0.25,0.0,87.5,25.0,0.0
A9oMJjFUyAr3x1rw3cVx,2,2,,,0.0,0.0,100.0,0.0,0.0
ADzaXdSL6zlo8qBgvB1q,7,3,0.315,0.315,0.14285714285714285,0.0,42.86,14.29,0.0
AE2GV1q4B9cv6jN3rkf8,1,1,1.3,1.3,0.0,0.0,100.0,0.0,0.0
AEn9T6DIo0FgNZkY6lTH,9,9,0.6878,0.83,0.2222222222222222,0.0,100.0,22.22,0.0
AH2rXSuo6RKFXsxflFf3,15,15,1.2173,0.88,0.0,0.0,100.0,0.0,0.0
AO6Tu0gpzppv85TtBRbm,4,4,0.475,0.4,0.5,0.0,100.0,50.0,0.0
ARN3FTfW6qXNp2uJRnby,8,8,0.8275,0.785,0.125,0.0,100.0,12.5,0.0
ASYI07d4Xt8ifUCwVZyT,2,2,,,0.0,0.0,100.0,0.0,0.0
ASowMANkhACtHIkACaCt,4,3,1.4267,1.7,0.25,0.0,75.0,25.0,0.0
AUFxI1qncq6LoYPYFrNU,32,30,1.2209,1.07,0.0625,0.0,93.75,6.25,0.0
AW9ah3ntnWWt37L6r50P,6,6,0.3625,0.335,0.3333333333333333,0.0,100.0,33.33,0.0
AXyzCWpJnxhOLiwWoArK,11,10,1.191,1.25,0.09090909090909091,0.0,90.91,9.09,0.0
AY7UmgIb6XT0h4Yab3Gc,1,0,,,0.0,0.0,0.0,0.0,0.0
AZcNJ1drOGefscUfgBPB,3,0,,,0.0,0.0,0.0,0.0,0.0
AbQkW6HGv1P2rqAw8t62,9,9,0.5544,0.17,0.6666666666666666,0.0,100.0,66.67,0.0
AcbuTNIh5m79TBD5sPLE,26,25,2.7229,2.285,0.0,0.038461538461538464,96.15,0.0,3.85
AdiyHZMgVfzPJyi31be6,3,3,0.03,0.03,0.3333333333333333,0.0,100.0,33.33,0.0
AezD1fjpPDP6HgfCc0Gp,2,2,1.035,1.035,0.5,0.0,100.0,50.0,0.0
AfbCrvSzQFlMQTKDWSOC,2,2,0.875,0.875,0.0,0.0,100.0,0.0,0.0
AhsylI22cgrXs9Ma3GvB,4,4,0.88,0.745,0.0,0.0,100.0,0.0,0.0
AiOMYFoUrZ7EGxzfYc8t,2,2,0.3,0.3,0.5,0.0,100.0,50.0,0.0
Aj0LPMz9m577C6L7jHOw,26,22,1.4291,1.22,0.038461538461538464,0.0,84.62,3.85,0.0
AolNr1CNVesQo5oQssFp,2,1,,,0.0,0.0,50.0,0.0,0.0
ApXhP6uKKVbyvtSfvQrq,1,1,,,0.0,0.0,100.0,0.0,0.0
Arxfyt9Y16Ug1wStadxN,14,13,0.9292,1.12,0.07142857142857142,0.0,92.86,7.14,0.0
AsWN5XpOhSxRTcKKpQfc,1,1,1.68,1.68,0.0,0.0,100.0,0.0,0.0
AuDV4OyCJoHDZmm25IdD,1,0,,,0.0,0.0,0.0,0.0,0.0
AuDxIToBAyJTB7SIXf8J,1,1,,,0.0,0.0,100.0,0.0,0.0
Auzaxxusb4MezZd78QIC,1,1,,,0.0,0.0,100.0,0.0,0.0
AwuLcUQObUPNEQTSs6uh,4,4,4.5375,3.915,0.0,0.25,100.0,0.0,25.0
AwwzFa833nEJpJOymhOQ,1,1,1.17,1.17,0.0,0.0,100.0,0.0,0.0
AxLmqjrzkgP1glw0pHLt,3,3,0.47,0.48,0.3333333333333333,0.0,100.0,33.33,0.0
B4JwyBrHw3Ff7eBqHQ5J,2,2,1.375,1.375,0.0,0.0,100.0,0.0,0.0
B5o4vTRP7Q5QPZXUyBr4,2,2,2.52,2.52,0.0,0.0,100.0,0.0,0.0
B9QzHUuC1PbX7nFWL78l,2,2,1.415,1.415,0.0,0.0,100.0,0.0,0.0
BBKQyFOodSQWOUQo1VKo,3,3,,,0.0,0.0,100.0,0.0,0.0
BEOGq4hivc8e9nOWM4ud,2,1,,,0.0,0.0,50.0,0.0,0.0
BGU5MlgCCCAxV58Jzgl5,4,2,,,0.0,0.0,50.0,0.0,0.0
BJirrQ0TbUS99ebn3w2x,2,2,0.975,0.975,0.0,0.0,100.0,0.0,0.0
BKAS0QzFmrPqVUdP9HP0,2,1,0.12,0.12,0.5,0.0,50.0,50.0,0.0
BMDZzbIdECHO14gVmMyI,15,14,1.1931,1.1,0.06666666666666667,0.0,93.33,6.67,0.0
BR1JweGJs2xiNLE2ONea,6,6,1.494,1.6,0.16666666666666666,0.0,100.0,16.67,0.0
BReZFF62fT65gmEUpq4z,8,8,0.526,0.55,0.125,0.0,100.0,12.5,0.0
BSEk4sQgsoVtvFn1yhc4,7,6,2.195,3.025,0.14285714285714285,0.0,85.71,14.29,0.0
BTB5Li4T1qtek7x7XQBF,18,18,0.9922,0.62,0.3333333333333333,0.0,100.0,33.33,0.0
BTKHgX4Sa3LvOBOJ8qgF,1,1,0.92,0.92,0.0,0.0,100.0,0.0,0.0
BVFujZVgT9UpId3bjNWr,11,11,3.1164,3.33,0.0,0.0,100.0,0.0,0.0
BbrF5vbe7OA2qLkiHHHw,6,1,,,0.0,0.0,16.67,0.0,0.0
BcNt1WA71JlF9bvW159Y,2,1,2.45,2.45,0.0,0.0,50.0,0.0,0.0
BeBqox4nXvarqIogopOC,19,19,0.3532,0.2,0.8421052631578947,0.0,100.0,84.21,0.0
BhGvOvERez75uO1cm4Rt,2,2,1.19,1.19,0.0,0.0,100.0,0.0,0.0
BkSgE2KCApEu6yDPBbkM,24,18,2.1646,2.15,0.041666666666666664,0.041666666666666664,75.0,4.17,4.17
Blgrf785ellR4kGmzNXT,1,1,0.75,0.75,0.0,0.0,100.0,0.0,0.0
Bns7r9N16eel7vbGOp1L,2,2,0.82,0.82,0.0,0.0,100.0,0.0,0.0
Bsx8BbTjgzRilG6eJe4S,17,17,1.8524,1.82,0.058823529411764705,0.0,100.0,5.88,0.0
Bt4zmmydC0YKUqnkflcp,1,1,,,0.0,0.0,100.0,0.0,0.0
BuYmr0E2CQzPK0OEH9ql,2,2,0.21,0.21,1.0,0.0,100.0,100.0,0.0
BvBMOPagKgaMVJvf2XjQ,5,3,,,0.0,0.0,60.0,0.0,0.0
ByBKYGjUmvrjeiupsGDV,1,1,,,0.0,0.0,100.0,0.0,0.0
BySiZcavzxseXlf04MSq,1,1,0.1,0.1,1.0,0.0,100.0,100.0,0.0
ByiCepXkw68x3GplrKzX,10,8,,,0.0,0.0,80.0,0.0,0.0
C2c24cq77YvjXt0rqV8p,2,2,0.125,0.125,1.0,0.0,100.0,100.0,0.0
C40LCImW0xofJPcKi0TO,21,16,1.3009,0.55,0.23809523809523808,0.0,76.19,23.81,0.0
C4TN7uU6XxHRd4KeSRba,5,0,,,0.0,0.0,0.0,0.0,0.0
C7BNd3nW3AbA9JkBpLeb,1,1,3.55,3.55,0.0,0.0,100.0,0.0,0.0
C9ZythJFXAdDsLT8ZR8H,1,1,2.23,2.23,0.0,0.0,100.0,0.0,0.0
C9cYc834cOifOV82UGsq,3,3,1.1467,1.1,0.0,0.0,100.0,0.0,0.0
C9zeZFsfXjOU8qp484pP,1,1,0.37,0.37,0.0,0.0,100.0,0.0,0.0
CGztNv9a3sPNDZVGznXf,1,1,0.65,0.65,0.0,0.0,100.0,0.0,0.0
CM1SHdvDgjqt8eguok3i,2,2,0.595,0.595,0.0,0.0,100.0,0.0,0.0
CSnntFWmZY1sprW8Q5Tr,3,3,0.3933,0.4,0.0,0.0,100.0,0.0,0.0
CTlpzZhXQq0jEpX8nY7R,2,1,,,0.0,0.0,50.0,0.0,0.0
CVcpP3nZbocR2TGjUJC0,4,3,0.55,0.55,0.0,0.0,75.0,0.0,0.0
CVx95zk0hnYrK7uXvxYT,1,1,0.2,0.2,1.0,0.0,100.0,100.0,0.0
CYs5HfJ6yfp5vgm1NiTV,1,1,0.1,0.1,1.0,0.0,100.0,100.0,0.0
CZ9H6LMm7ZMzYDrVbguO,2,2,0.6,0.6,0.0,0.0,100.0,0.0,0.0
CZZI9QBE8gIl9FbIypoT,1,1,1.98,1.98,0.0,0.0,100.0,0.0,0.0
CeqOotocAQfCLZt9lQ7Q,1,1,,,0.0,0.0,100.0,0.0,0.0
Cgb7EIenn9xdpNTa4XZg,1,0,,,0.0,0.0,0.0,0.0,0.0
Ch1pcf2TgnFvXoU0kg7f,1,1,0.1,0.1,1.0,0.0,100.0,100.0,0.0
CkCBqt06F8M6eeURnocV,1,1,0.48,0.48,0.0,0.0,100.0,0.0,0.0
CmwMsaiJ22pwlEqEv8HC,4,1,1.45,1.45,0.0,0.0,25.0,0.0,0.0
CmxVAhmbZ1ypWVYp7Gx4,1,1,0.6,0.6,0.0,0.0,100.0,0.0,0.0
CpVny8XdmMrSINRdGMph,21,19,1.2075,0.95,0.2857142857142857,0.0,90.48,28.57,0.0
Csch0AdfCRAztVOzK4Sy,1,1,1.12,1.12,0.0,0.0,100.0,0.0,0.0
Ct7A9TZJFCgxI5HbsXGG,7,2,1.58,1.58,0.0,0.0,28.57,0.0,0.0
CtTbIX55Hw76Ek6l8yIx,3,3,0.7967,0.8,0.0,0.0,100.0,0.0,0.0
CuDdu6W69QXbZt0SxXjk,10,9,3.8656,4.13,0.0,0.0,90.0,0.0,0.0
Cv3s0MYR4lKoPfvmBwSI,1,1,,,0.0,0.0,100.0,0.0,0.0
CvStexevpkPlPk3xBWN2,1,0,,,0.0,0.0,0.0,0.0,0.0
CveCZJGnzBdJXFIWSAFh,10,6,0.37,0.37,0.0,0.0,60.0,0.0,0.0
D085sOpfQY0Jy31xWUsu,13,13,0.7269,0.15,0.5384615384615384,0.0,100.0,53.85,0.0
D4sh6R3E9ctUqM4VdRGW,82,79,1.3533,1.28,0.17073170731707318,0.0,96.34,17.07,0.0
D5uyqfq72nXvzs2mSSQG,1,1,2.07,2.07,0.0,0.0,100.0,0.0,0.0
D8wershwA4W7kON67gUh,9,7,0.78,0.6,0.0,0.0,77.78,0.0,0.0
D9GRa8GiiKiCjlUxHJC9,1,1,0.6,0.6,0.0,0.0,100.0,0.0,0.0
D9deXVNiIg8nrVVulJ1p,5,4,1.14,1.14,0.2,0.0,80.0,20.0,0.0
D9md7gdLTWRR4SPklstZ,5,4,0.335,0.295,0.4,0.0,80.0,40.0,0.0
DEO8AShiTTLFtZrVoRcn,10,4,1.66,1.66,0.0,0.0,40.0,0.0,0.0
DEQA49ASrTpmpaiW1ZYc,32,19,0.22,0.13,0.375,0.0,59.38,37.5,0.0
DEpYO18caASFKbQN7oYC,1,1,1.77,1.77,0.0,0.0,100.0,0.0,0.0
DGhS6GUtFCAXDO26eCbA,3,3,2.39,2.82,0.0,0.0,100.0,0.0,0.0
DQWHz1oUXmLYEAPbIo9f,6,6,1.2083,1.19,0.3333333333333333,0.0,100.0,33.33,0.0
DRQip3gxdjUsCm4hSCtw,3,3,2.3,2.3,0.0,0.0,100.0,0.0,0.0
DTS6ShvqiImWmKWIfUCs,39,38,2.0354,1.03,0.07692307692307693,0.07692307692307693,97.44,7.69,7.69
DUqzQz8F28qe2oiacEBJ,8,8,0.2783,0.19,0.5,0.0,100.0,50.0,0.0
DUy4DhRKQpq4ftfyo07N,16,3,,,0.0,0.0,18.75,0.0,0.0
DVWLCJVZvsxraUCSudCe,5,5,0.8175,0.75,0.0,0.0,100.0,0.0,0.0
DYV4KczCp5uO2UzyNuVf,1,1,,,0.0,0.0,100.0,0.0,0.0
DZ3ECy66I2Mypywx1PzP,4,4,,,0.0,0.0,100.0,0.0,0.0
Dc6ukSPWZGR9JnrO9Xx1,1,1,2.03,2.03,0.0,0.0,100.0,0.0,0.0
DfQaOaIziqc56hBJ13Md,1,1,1.52,1.52,0.0,0.0,100.0,0.0,0.0
DkfSjS4U3ys2WdQjbSNN,2,1,2.18,2.18,0.0,0.0,50.0,0.0,0.0
DnhjjQon2Tqv30GUoBES,2,0,,,0.0,0.0,0.0,0.0,0.0
Dowzc53vXxrWevF1Al0k,11,3,,,0.0,0.0,27.27,0.0,0.0
DsK7UeJQEPOQPfsL2pmB,1,1,5.0,5.0,0.0,0.0,100.0,0.0,0.0
DvRsUVNOZ47MjyKoclMn,2,2,0.395,0.395,0.5,0.0,100.0,50.0,0.0
DwKQJf5CS4EglWFRRM5V,3,3,2.81,2.81,0.0,0.0,100.0,0.0,0.0
Dy7mo7t7E7F2ftZYlWkN,1,1,0.97,0.97,0.0,0.0,100.0,0.0,0.0
E1pfPPWCQnQ89X2ipZMc,1,1,0.08,0.08,1.0,0.0,100.0,100.0,0.0
E2m3IC36fSLeFzP6j5P2,12,11,0.7833,0.78,0.0,0.0,91.67,0.0,0.0
E3nMLyK04sBm0ZMufXGw,2,2,0.71,0.71,0.0,0.0,100.0,0.0,0.0
E7e7oVnDFGX7osCKaGuz,1,1,0.12,0.12,1.0,0.0,100.0,100.0,0.0
E8T9MXAghPI9kKkQFcUn,2,2,0.78,0.78,0.0,0.0,100.0,0.0,0.0
EA4rBacyLD2IkUxxYQjq,3,2,,,0.0,0.0,66.67,0.0,0.0
EBPhzWItyG7awkOUVYub,4,4,0.28,0.19,0.75,0.0,100.0,75.0,0.0
EEEdmxSl9rEzopIyvjRq,1,1,0.9,0.9,0.0,0.0,100.0,0.0,0.0
EEcCADrgTGgF0O55jnF2,2,2,,,0.0,0.0,100.0,0.0,0.0
EJIJrO6HU1ug4wXUPCDs,2,0,,,0.0,0.0,0.0,0.0,0.0
EJXOlgl55RV2v8TDwjdA,10,10,1.175,1.24,0.1,0.0,100.0,10.0,0.0
EJdR3nOKSh3XZZcxE5W8,25,21,0.3254,0.1,0.36,0.0,84.0,36.0,0.0
EK9R8WiuBqQCdvZM2WQI,12,11,0.9164,0.15,0.5,0.0,91.67,50.0,0.0
EUFdSpxuiTVTO6Gmd7KA,1,0,,,0.0,0.0,0.0,0.0,0.0
EZsd91s7YhOrtDdLjI3Q,5,5,1.088,1.08,0.0,0.0,100.0,0.0,0.0
EZxMQEl4NFKh6SIiITq8,3,2,1.575,1.575,0.3333333333333333,0.0,66.67,33.33,0.0
Ef7SLWqKHxKdBwiDxbS4,1,1,0.72,0.72,0.0,0.0,100.0,0.0,0.0
Eh8m99hUth5ZROwzU911,2,2,0.55,0.55,0.0,0.0,100.0,0.0,0.0
EhSjoX4cWp0OwWNe5sjb,11,11,,,0.0,0.0,100.0,0.0,0.0
EkcwBhV56cDCmyKT1T2y,7,4,0.97,0.97,0.0,0.0,57.14,0.0,0.0
EmCWQJIoZR7PRk8Li1gb,9,6,,,0.0,0.0,66.67,0.0,0.0
EmM9NOi9yx5cZ2ucoJ2K,1,0,,,0.0,0.0,0.0,0.0,0.0
EqCJgAhZD6NSjs9dDuvC,35,26,0.2668,0.125,0.4,0.0,74.29,40.0,0.0
Eqac3qZ5kouVQj7No66h,1,1,0.6,0.6,0.0,0.0,100.0,0.0,0.0
ErrLjs0f49Qla7bp7vHf,4,2,,,0.0,0.0,50.0,0.0,0.0
EuN5dEIu2yCqsK3rM5db,4,4,0.1225,0.12,1.0,0.0,100.0,100.0,0.0
EzfF3hXFzel7hfNcHdFX,5,5,,,0.0,0.0,100.0,0.0,0.0
Ezoqa8hPWXTipAmChEum,2,2,,,0.0,0.0,100.0,0.0,0.0
F2krEIvP8mvBsDirjB97,12,4,0.5,0.5,0.0,0.0,33.33,0.0,0.0
F5mSSNsGZ6vgdkmcNzcD,3,3,1.3167,1.2,0.0,0.0,100.0,0.0,0.0
F65PZLL221sJFfImwNQ8,1,1,0.87,0.87,0.0,0.0,100.0,0.0,0.0
F6VkeqBFdsiefzMbZ7FB,14,14,3.7371,4.24,0.07142857142857142,0.35714285714285715,100.0,7.14,35.71
F6VnCzFQkegfetXtkdIg,9,9,2.36,2.6,0.0,0.0,100.0,0.0,0.0
FAwllP1AhxheLqcm7jO2,4,3,1.3667,1.53,0.0,0.0,75.0,0.0,0.0
FBQuFFGo02ZtbU3BDSQJ,8,8,3.2467,3.12,0.0,0.0,100.0,0.0,0.0
FF6LC7aOjiFDJDTzGRSa,1,1,1.85,1.85,0.0,0.0,100.0,0.0,0.0
FFH8xuTQ9TgTondwacc4,12,12,0.61,0.44,0.16666666666666666,0.0,100.0,16.67,0.0
FFZVCsG7Awyv1RFevnwQ,2,2,0.28,0.28,0.5,0.0,100.0,50.0,0.0
FFoC8B5sSLMlbYaQ4Tcz,3,1,2.25,2.25,0.0,0.0,33.33,0.0,0.0
FGqQaFt9H2GOvANAJfTl,4,4,1.74,1.75,0.0,0.0,100.0,0.0,0.0
FHdhdwCkLDtxUS5PXaXA,2,1,3.27,3.27,0.0,0.0,50.0,0.0,0.0
FILONOEsnxfrnx4TAUzy,7,3,,,0.0,0.0,42.86,0.0,0.0
FMbaz3ZmFBCTuOjAXy9t,2,1,0.68,0.68,0.0,0.0,50.0,0.0,0.0
FNuBOlKshJHDYHKnWQez,1,1,0.13,0.13,1.0,0.0,100.0,100.0,0.0
FOL7lECQh5CZjxUoFWNg,1,0,,,0.0,0.0,0.0,0.0,0.0
FOYbzUHlQ3aNUyGL3IgV,2,2,2.65,2.65,0.0,0.0,100.0,0.0,0.0
FPDlBqE1QvncbLIhkeXL,6,2,0.715,0.715,0.0,0.0,33.33,0.0,0.0
FShzCP8387UZe383fVN6,1,1,0.72,0.72,0.0,0.0,100.0,0.0,0.0
FVvSGsS2NyJLGEHY8Rfq,1,1,0.37,0.37,0.0,0.0,100.0,0.0,0.0
FXNIqFDRixGR6IYFlosf,5,4,1.53,1.145,0.0,0.0,80.0,0.0,0.0
FXSWMeyfabaoXHDQHfZj,4,4,,,0.0,0.0,100.0,0.0,0.0
FYJq9UJcHMYVbS5WtQQO,2,2,,,0.0,0.0,100.0,0.0,0.0
FauJVoPwkaKeDjG5TQ1N,3,2,0.42,0.42,0.0,0.0,66.67,0.0,0.0
Fc3TVbs5E8JMys25JfIS,3,3,0.37,0.38,0.0,0.0,100.0,0.0,0.0
FcVv3bfNom7IoIztACsI,1,1,0.23,0.23,1.0,0.0,100.0,100.0,0.0
Fe6mhP3DfYYmOcGw67bk,1,0,,,0.0,0.0,0.0,0.0,0.0
FeJWIutXyDVduE73fsUK,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
FffD59jPoKqPHqhTn8Ar,4,4,0.405,0.285,0.5,0.0,100.0,50.0,0.0
FgSgQqKVaTnOK5TsmlVD,2,2,1.235,1.235,0.0,0.0,100.0,0.0,0.0
FhZ6fnAxxsJPFo4xqC5W,1,1,1.8,1.8,0.0,0.0,100.0,0.0,0.0
FnuhroXgvG1c0vh9Nv7I,2,2,0.37,0.37,0.5,0.0,100.0,50.0,0.0
FpAIzYmMF2YmWEYZ2eiO,2,2,1.93,1.93,0.0,0.0,100.0,0.0,0.0
Fq1shPDHWiLJXfb9yu6d,6,6,0.88,0.695,0.0,0.0,100.0,0.0,0.0
Fq3AmwDFsinfrDmXMbJn,4,3,0.54,0.47,0.0,0.0,75.0,0.0,0.0
Fr22TiS101iTEaO4oupg,1,1,0.33,0.33,0.0,0.0,100.0,0.0,0.0
FvPyA719oU3IWmKTxXr1,2,2,0.6,0.6,0.5,0.0,100.0,50.0,0.0
G0YoPUh4K0Lov0O4hQgC,3,2,0.425,0.425,0.0,0.0,66.67,0.0,0.0
G349LojwqNQv1CrFW5PH,1,1,0.32,0.32,0.0,0.0,100.0,0.0,0.0
G585ScK3ISXTiemo1a4L,12,12,0.3058,0.12,0.75,0.0,100.0,75.0,0.0
